HIGHEST_CRIME_AREA,MURDER,KIDNAPPING,DOWRY DEATHS,DACOITY,BURGLARY,CRUELTY BY HUSBAND OR HIS RELATIVES,DISTRICT,RAPE,ROBBERY,THEFT,TOTAL_CRIMES,YEAR,TOTAL IPC CRIMES,STATE_UT
JAMMU & KASHMIR,7,79,0,0,99,3,ANANTNAG,7,4,140,1299,2010,1299,JAMMU & KASHMIR
ANDAMAN & NICOBAR ISLANDS,15,15,1,5,90,18,ANDAMAN & NICOBAR ISLANDS,3,9,112,807,2007,807,ANDAMAN & NICOBAR ISLANDS
ANDAMAN & NICOBAR ISLANDS,0,2,0,0,6,1,ANDAMAN & NICOBAR ISLANDS,0,0,3,23,2008,23,ANDAMAN & NICOBAR ISLANDS
ANDAMAN & NICOBAR ISLANDS,3,0,0,0,2,0,ANDAMAN & NICOBAR ISLANDS,1,0,3,28,2002,28,ANDAMAN & NICOBAR ISLANDS
ANDAMAN & NICOBAR ISLANDS,1,0,0,0,1,0,ANDAMAN & NICOBAR ISLANDS,0,0,1,21,2006,21,ANDAMAN & NICOBAR ISLANDS
ANDAMAN & NICOBAR ISLANDS,1,0,0,0,3,0,ANDAMAN & NICOBAR ISLANDS,1,0,5,24,2010,24,ANDAMAN & NICOBAR ISLANDS
ANDAMAN & NICOBAR ISLANDS,2,0,0,0,2,0,ANDAMAN & NICOBAR ISLANDS,0,0,3,27,2004,27,ANDAMAN & NICOBAR ISLANDS
ANDAMAN & NICOBAR ISLANDS,5,0,0,1,0,0,ANDAMAN & NICOBAR ISLANDS,0,0,2,33,2003,33,ANDAMAN & NICOBAR ISLANDS
ANDAMAN & NICOBAR ISLANDS,0,0,0,0,2,0,ANDAMAN & NICOBAR ISLANDS,0,0,0,21,2001,21,ANDAMAN & NICOBAR ISLANDS
ANDAMAN & NICOBAR ISLANDS,0,0,0,0,3,0,ANDAMAN & NICOBAR ISLANDS,0,0,0,20,2009,20,ANDAMAN & NICOBAR ISLANDS
ANDAMAN & NICOBAR ISLANDS,0,0,0,0,1,0,ANDAMAN & NICOBAR ISLANDS,0,0,4,16,2005,16,ANDAMAN & NICOBAR ISLANDS
ODISHA,42,42,10,18,152,82,ANGUL,59,62,379,2881,2009,2881,ODISHA
ODISHA,39,19,12,15,107,36,ANGUL,41,47,316,2104,2006,2104,ODISHA
ODISHA,40,15,8,7,69,49,ANGUL,25,27,127,1614,2002,1614,ODISHA
ODISHA,54,45,16,11,111,43,ANGUL,38,61,370,2428,2007,2428,ODISHA
ODISHA,61,42,13,22,143,68,ANGUL,39,73,307,2901,2010,2901,ODISHA
ODISHA,51,10,13,12,92,63,ANGUL,27,19,222,1889,2004,1889,ODISHA
ODISHA,39,5,8,3,85,53,ANGUL,33,19,175,1461,2001,1461,ODISHA
ODISHA,41,15,5,14,94,61,ANGUL,28,38,302,2047,2005,2047,ODISHA
ODISHA,53,57,16,17,129,61,ANGUL,47,62,380,2543,2008,2543,ODISHA
ODISHA,42,9,18,6,74,36,ANGUL,20,27,167,1614,2003,1614,ODISHA
ARUNACHAL PRADESH,1,0,0,0,3,2,ANJAW,1,0,7,29,2010,29,ARUNACHAL PRADESH
ARUNACHAL PRADESH,0,0,0,0,2,0,ANJAW,0,0,0,20,2009,20,ARUNACHAL PRADESH
MADHYA PRADESH,32,6,4,2,78,23,ANUPPUR,42,14,83,1244,2008,1244,MADHYA PRADESH
MADHYA PRADESH,10,1,1,1,55,3,ANUPPUR,10,3,46,633,2003,633,MADHYA PRADESH
MADHYA PRADESH,22,7,3,1,94,26,ANUPPUR,49,12,130,1665,2007,1665,MADHYA PRADESH
MADHYA PRADESH,24,5,4,0,106,35,ANUPPUR,28,10,131,1458,2004,1458,MADHYA PRADESH
MADHYA PRADESH,26,8,8,3,98,50,ANUPPUR,35,19,73,1327,2009,1327,MADHYA PRADESH
MADHYA PRADESH,25,9,5,1,94,29,ANUPPUR,31,18,129,1458,2005,1458,MADHYA PRADESH
MADHYA PRADESH,36,7,12,1,76,54,ANUPPUR,35,14,92,1365,2010,1365,MADHYA PRADESH
MADHYA PRADESH,32,11,7,3,102,35,ANUPPUR,38,10,112,1487,2006,1487,MADHYA PRADESH
BIHAR,66,146,11,34,42,27,ARARIA,34,60,186,2035,2004,2035,BIHAR
BIHAR,61,103,5,34,63,30,ARARIA,101,36,109,2085,2002,2085,BIHAR
BIHAR,50,50,3,49,57,92,ARARIA,37,51,234,2907,2008,2907,BIHAR
BIHAR,47,145,11,39,80,50,ARARIA,93,43,161,2069,2001,2069,BIHAR
BIHAR,63,196,19,43,34,52,ARARIA,42,51,167,2611,2006,2611,BIHAR
BIHAR,68,47,9,37,25,19,ARARIA,29,42,138,1743,2005,1743,BIHAR
BIHAR,50,62,21,29,44,18,ARARIA,28,50,252,2129,2009,2129,BIHAR
BIHAR,53,105,26,21,42,26,ARARIA,42,58,246,2421,2010,2421,BIHAR
BIHAR,49,95,13,40,49,24,ARARIA,38,49,181,2071,2003,2071,BIHAR
BIHAR,48,49,11,41,67,86,ARARIA,47,51,228,2904,2007,2904,BIHAR
TAMIL NADU,40,23,3,3,30,7,ARIYALUR,21,8,92,2055,2009,2055,TAMIL NADU
TAMIL NADU,27,28,1,0,46,10,ARIYALUR,20,9,76,1977,2010,1977,TAMIL NADU
TAMIL NADU,24,36,3,0,37,8,ARIYALUR,6,3,124,1754,2001,1754,TAMIL NADU
BIHAR,22,14,9,2,14,5,ARWAL,0,7,56,562,2006,562,BIHAR
BIHAR,44,22,8,5,15,2,ARWAL,0,11,37,606,2002,606,BIHAR
BIHAR,28,18,11,10,9,1,ARWAL,1,14,47,512,2005,512,BIHAR
BIHAR,28,14,13,1,11,8,ARWAL,2,4,57,694,2008,694,BIHAR
BIHAR,23,22,10,2,10,6,ARWAL,2,5,55,655,2009,655,BIHAR
BIHAR,19,8,12,5,18,5,ARWAL,8,4,53,542,2007,542,BIHAR
BIHAR,36,18,16,9,6,10,ARWAL,2,23,54,487,2004,487,BIHAR
BIHAR,37,26,7,5,20,14,ARWAL,0,8,24,591,2001,591,BIHAR
BIHAR,23,15,15,6,24,5,ARWAL,3,4,84,770,2010,770,BIHAR
BIHAR,30,18,19,11,10,13,ARWAL,3,5,36,597,2003,597,BIHAR
WEST BENGAL,27,14,4,3,15,340,ASANSOL,9,7,158,1217,2005,1217,WEST BENGAL
WEST BENGAL,34,29,19,4,5,310,ASANSOL,18,5,323,1841,2010,1841,WEST BENGAL
WEST BENGAL,42,20,13,3,9,158,ASANSOL,19,17,154,1699,2006,1699,WEST BENGAL
WEST BENGAL,32,37,17,4,6,211,ASANSOL,13,12,283,1361,2009,1361,WEST BENGAL
WEST BENGAL,28,19,7,3,19,247,ASANSOL,9,7,112,1062,2004,1062,WEST BENGAL
WEST BENGAL,28,11,4,2,8,128,ASANSOL,8,9,75,1327,2003,1327,WEST BENGAL
WEST BENGAL,9,6,1,0,0,32,ASANSOL,0,1,54,362,2001,362,WEST BENGAL
WEST BENGAL,40,24,9,1,4,166,ASANSOL,20,3,222,1676,2008,1676,WEST BENGAL
WEST BENGAL,26,26,11,3,1,242,ASANSOL,15,9,145,1491,2007,1491,WEST BENGAL
WEST BENGAL,11,6,2,0,1,28,ASANSOL,1,5,39,363,2002,363,WEST BENGAL
MADHYA PRADESH,18,3,16,1,112,35,ASHOK NAGAR,47,8,142,2041,2008,2041,MADHYA PRADESH
MADHYA PRADESH,33,10,6,1,116,23,ASHOK NAGAR,54,10,162,2265,2006,2265,MADHYA PRADESH
MADHYA PRADESH,29,9,8,2,99,59,ASHOK NAGAR,45,15,110,2649,2010,2649,MADHYA PRADESH
MADHYA PRADESH,32,7,6,1,91,45,ASHOK NAGAR,38,7,121,2054,2009,2054,MADHYA PRADESH
MADHYA PRADESH,24,6,6,0,119,36,ASHOK NAGAR,33,11,101,2195,2003,2195,MADHYA PRADESH
MADHYA PRADESH,36,8,9,3,102,30,ASHOK NAGAR,47,10,102,1941,2005,1941,MADHYA PRADESH
MADHYA PRADESH,22,3,4,1,109,14,ASHOK NAGAR,35,11,152,1954,2004,1954,MADHYA PRADESH
MADHYA PRADESH,34,13,13,1,110,43,ASHOK NAGAR,81,22,228,2746,2007,2746,MADHYA PRADESH
UTTAR PRADESH,28,60,17,1,12,36,AURAIYA,11,10,95,1000,2010,1000,UTTAR PRADESH
UTTAR PRADESH,26,31,12,4,6,36,AURAIYA,11,10,94,822,2008,822,UTTAR PRADESH
UTTAR PRADESH,56,65,29,8,37,42,AURAIYA,10,24,71,1036,2002,1036,UTTAR PRADESH
UTTAR PRADESH,32,38,16,4,20,13,AURAIYA,4,4,43,745,2003,745,UTTAR PRADESH
UTTAR PRADESH,56,59,22,3,29,22,AURAIYA,10,29,76,1011,2006,1011,UTTAR PRADESH
UTTAR PRADESH,55,50,22,9,31,26,AURAIYA,9,26,72,962,2005,962,UTTAR PRADESH
UTTAR PRADESH,47,69,20,2,23,16,AURAIYA,4,10,56,814,2004,814,UTTAR PRADESH
UTTAR PRADESH,37,42,34,5,29,29,AURAIYA,9,22,81,1069,2007,1069,UTTAR PRADESH
UTTAR PRADESH,41,53,26,1,22,30,AURAIYA,11,14,95,1008,2009,1008,UTTAR PRADESH
UTTAR PRADESH,53,97,21,9,36,26,AURAIYA,11,24,82,1137,2001,1137,UTTAR PRADESH
BIHAR,67,55,37,23,122,46,AURANGABAD,19,27,346,3113,2009,3113,BIHAR
BIHAR,84,46,25,18,70,19,AURANGABAD,18,39,127,2329,2003,2329,BIHAR
BIHAR,82,43,23,23,104,35,AURANGABAD,18,34,256,2230,2006,2230,BIHAR
BIHAR,60,43,29,19,104,9,AURANGABAD,17,27,243,2283,2005,2283,BIHAR
BIHAR,77,35,40,41,80,33,AURANGABAD,18,46,214,2418,2004,2418,BIHAR
BIHAR,68,42,36,29,82,30,AURANGABAD,30,27,289,2485,2007,2485,BIHAR
BIHAR,92,74,32,28,115,65,AURANGABAD,30,24,307,3381,2008,3381,BIHAR
BIHAR,74,44,33,19,137,19,AURANGABAD,16,28,103,1690,2001,1690,BIHAR
BIHAR,96,35,33,20,66,6,AURANGABAD,12,26,132,2312,2002,2312,BIHAR
BIHAR,97,61,24,18,104,97,AURANGABAD,12,23,338,3015,2010,3015,BIHAR
MAHARASHTRA,38,50,10,22,347,157,AURANGABAD COMMR.,23,122,1012,3953,2010,3953,MAHARASHTRA
MAHARASHTRA,31,27,3,11,224,107,AURANGABAD COMMR.,33,73,666,2766,2006,2766,MAHARASHTRA
MAHARASHTRA,37,39,5,11,319,159,AURANGABAD COMMR.,22,97,1123,3727,2009,3727,MAHARASHTRA
MAHARASHTRA,22,14,2,10,183,93,AURANGABAD COMMR.,26,55,649,2476,2005,2476,MAHARASHTRA
MAHARASHTRA,28,25,4,17,234,130,AURANGABAD COMMR.,8,49,506,2286,2003,2286,MAHARASHTRA
MAHARASHTRA,39,46,4,2,245,138,AURANGABAD COMMR.,21,71,975,3452,2008,3452,MAHARASHTRA
MAHARASHTRA,37,32,11,11,276,171,AURANGABAD COMMR.,18,67,762,3155,2007,3155,MAHARASHTRA
MAHARASHTRA,31,16,5,13,194,132,AURANGABAD COMMR.,12,36,603,2326,2004,2326,MAHARASHTRA
MAHARASHTRA,36,24,4,3,239,102,AURANGABAD COMMR.,14,40,503,2351,2001,2351,MAHARASHTRA
MAHARASHTRA,32,28,7,8,248,110,AURANGABAD COMMR.,8,58,535,2440,2002,2440,MAHARASHTRA
MAHARASHTRA,50,14,24,13,131,208,AURANGABAD RURAL,12,32,291,2703,2002,2703,MAHARASHTRA
MAHARASHTRA,49,20,21,17,225,303,AURANGABAD RURAL,16,30,532,3223,2010,3223,MAHARASHTRA
MAHARASHTRA,56,15,39,21,215,226,AURANGABAD RURAL,21,50,487,3347,2008,3347,MAHARASHTRA
MAHARASHTRA,41,16,20,22,123,225,AURANGABAD RURAL,10,44,330,2777,2004,2777,MAHARASHTRA
MAHARASHTRA,60,4,32,10,110,190,AURANGABAD RURAL,14,47,281,2675,2003,2675,MAHARASHTRA
MAHARASHTRA,42,14,39,12,139,255,AURANGABAD RURAL,10,29,314,2591,2006,2591,MAHARASHTRA
MAHARASHTRA,46,8,26,12,124,263,AURANGABAD RURAL,9,30,337,2715,2005,2715,MAHARASHTRA
MAHARASHTRA,44,6,28,18,158,248,AURANGABAD RURAL,14,20,465,2934,2009,2934,MAHARASHTRA
MAHARASHTRA,57,23,39,9,165,256,AURANGABAD RURAL,14,45,376,3032,2007,3032,MAHARASHTRA
MAHARASHTRA,61,26,6,14,193,247,AURANGABAD RURAL,28,49,273,2708,2001,2708,MAHARASHTRA
JAMMU & KASHMIR,18,14,0,0,32,0,AWANTIPORA,8,1,37,384,2004,384,JAMMU & KASHMIR
JAMMU & KASHMIR,8,13,0,1,49,0,AWANTIPORA,2,6,23,356,2003,356,JAMMU & KASHMIR
JAMMU & KASHMIR,29,13,0,0,37,0,AWANTIPORA,7,1,50,410,2005,410,JAMMU & KASHMIR
JAMMU & KASHMIR,19,12,0,1,29,0,AWANTIPORA,9,8,15,334,2006,334,JAMMU & KASHMIR
JAMMU & KASHMIR,13,15,0,0,24,0,AWANTIPORA,5,4,35,377,2007,377,JAMMU & KASHMIR
JAMMU & KASHMIR,5,11,0,0,17,0,AWANTIPORA,5,4,50,472,2009,472,JAMMU & KASHMIR
JAMMU & KASHMIR,26,17,0,2,7,0,AWANTIPORA,1,17,18,309,2002,309,JAMMU & KASHMIR
JAMMU & KASHMIR,2,17,0,0,19,0,AWANTIPORA,2,5,34,480,2010,480,JAMMU & KASHMIR
JAMMU & KASHMIR,25,15,0,0,21,0,AWANTIPORA,1,4,19,316,2001,316,JAMMU & KASHMIR
JAMMU & KASHMIR,2,13,0,0,20,1,AWANTIPORA,4,1,39,367,2008,367,JAMMU & KASHMIR
UTTAR PRADESH,74,64,35,3,62,86,AZAMGARH,24,30,179,1760,2008,1760,UTTAR PRADESH
UTTAR PRADESH,120,49,32,7,145,81,AZAMGARH,11,80,187,2247,2001,2247,UTTAR PRADESH
UTTAR PRADESH,111,75,23,4,119,72,AZAMGARH,7,90,160,1879,2002,1879,UTTAR PRADESH
UTTAR PRADESH,54,39,29,4,53,55,AZAMGARH,11,22,119,1308,2007,1308,UTTAR PRADESH
UTTAR PRADESH,68,91,23,2,57,70,AZAMGARH,23,47,201,1764,2010,1764,UTTAR PRADESH
UTTAR PRADESH,110,57,27,8,96,150,AZAMGARH,16,90,141,2039,2004,2039,UTTAR PRADESH
UTTAR PRADESH,84,36,27,7,85,156,AZAMGARH,10,68,185,2030,2005,2030,UTTAR PRADESH
UTTAR PRADESH,64,22,29,1,71,68,AZAMGARH,13,57,164,1515,2006,1515,UTTAR PRADESH
UTTAR PRADESH,65,78,31,0,70,83,AZAMGARH,17,24,176,1752,2009,1752,UTTAR PRADESH
UTTAR PRADESH,89,29,16,3,76,45,AZAMGARH,6,76,116,1404,2003,1404,UTTAR PRADESH
UTTAR PRADESH,169,86,33,1,41,34,BADAUN,29,15,161,1906,2006,1906,UTTAR PRADESH
UTTAR PRADESH,182,106,28,9,76,15,BADAUN,31,47,175,1834,2003,1834,UTTAR PRADESH
UTTAR PRADESH,212,149,50,13,86,37,BADAUN,35,60,262,2492,2004,2492,UTTAR PRADESH
UTTAR PRADESH,179,94,32,5,42,47,BADAUN,22,27,179,2003,2005,2003,UTTAR PRADESH
UTTAR PRADESH,68,65,32,0,24,25,BADAUN,11,14,126,2112,2008,2112,UTTAR PRADESH
UTTAR PRADESH,206,130,44,19,87,63,BADAUN,31,56,271,2617,2002,2617,UTTAR PRADESH
UTTAR PRADESH,239,123,62,26,118,76,BADAUN,47,67,306,3064,2001,3064,UTTAR PRADESH
UTTAR PRADESH,84,93,48,1,29,41,BADAUN,22,31,155,2203,2010,2203,UTTAR PRADESH
UTTAR PRADESH,88,66,31,4,26,25,BADAUN,11,17,158,1831,2007,1831,UTTAR PRADESH
UTTAR PRADESH,110,125,43,7,44,55,BADAUN,29,32,178,2548,2009,2548,UTTAR PRADESH
HIMACHAL PRADESH,10,5,0,0,26,9,BADDIPOLICEDIST,2,3,28,423,2009,423,HIMACHAL PRADESH
HIMACHAL PRADESH,9,12,0,0,19,4,BADDIPOLICEDIST,5,1,50,368,2010,368,HIMACHAL PRADESH
BIHAR,26,62,11,6,66,36,BAGAHA,15,17,217,2439,2008,2439,BIHAR
BIHAR,30,70,4,4,28,6,BAGAHA,21,13,90,932,2003,932,BIHAR
BIHAR,27,95,0,1,17,3,BAGAHA,23,11,127,975,2002,975,BIHAR
BIHAR,37,90,6,4,20,10,BAGAHA,38,9,170,1989,2007,1989,BIHAR
BIHAR,45,76,5,9,13,13,BAGAHA,27,8,156,1156,2006,1156,BIHAR
BIHAR,40,157,3,1,20,6,BAGAHA,8,4,99,945,2005,945,BIHAR
BIHAR,34,106,0,1,7,2,BAGAHA,25,9,115,912,2001,912,BIHAR
BIHAR,38,58,14,7,37,13,BAGAHA,8,12,134,1500,2009,1500,BIHAR
BIHAR,49,161,5,7,24,7,BAGAHA,23,15,66,977,2004,977,BIHAR
BIHAR,41,81,10,3,39,21,BAGAHA,10,5,115,1543,2010,1543,BIHAR
KARNATAKA,59,27,1,2,47,50,BAGALKOT,2,3,105,1710,2001,1710,KARNATAKA
KARNATAKA,43,29,6,1,68,56,BAGALKOT,2,8,128,2048,2008,2048,KARNATAKA
KARNATAKA,38,34,2,7,89,54,BAGALKOT,3,11,134,2038,2004,2038,KARNATAKA
KARNATAKA,50,21,2,1,84,45,BAGALKOT,12,7,112,1951,2003,1951,KARNATAKA
KARNATAKA,51,16,5,0,92,59,BAGALKOT,9,24,149,2189,2010,2189,KARNATAKA
KARNATAKA,51,27,2,2,74,63,BAGALKOT,4,1,147,1915,2002,1915,KARNATAKA
KARNATAKA,41,27,7,0,94,58,BAGALKOT,8,9,134,2130,2009,2130,KARNATAKA
KARNATAKA,35,27,3,5,85,59,BAGALKOT,12,20,128,2062,2006,2062,KARNATAKA
KARNATAKA,43,26,1,17,97,68,BAGALKOT,4,9,128,2083,2005,2083,KARNATAKA
KARNATAKA,38,37,2,8,60,70,BAGALKOT,4,11,125,2044,2007,2044,KARNATAKA
UTTARAKHAND,10,0,2,0,8,4,BAGESHWAR,3,2,8,109,2007,109,UTTARAKHAND
UTTARAKHAND,10,4,1,0,5,0,BAGESHWAR,7,5,17,106,2005,106,UTTARAKHAND
UTTARAKHAND,4,8,4,0,11,2,BAGESHWAR,5,4,6,90,2004,90,UTTARAKHAND
UTTARAKHAND,3,1,2,0,6,2,BAGESHWAR,3,1,2,69,2009,69,UTTARAKHAND
UTTARAKHAND,10,4,8,0,2,0,BAGESHWAR,1,4,13,115,2001,115,UTTARAKHAND
UTTARAKHAND,2,2,2,0,4,1,BAGESHWAR,2,0,10,46,2010,46,UTTARAKHAND
UTTARAKHAND,4,3,2,0,2,7,BAGESHWAR,5,9,22,129,2002,129,UTTARAKHAND
UTTARAKHAND,6,5,2,0,7,2,BAGESHWAR,2,0,9,65,2008,65,UTTARAKHAND
UTTARAKHAND,11,0,2,0,0,0,BAGESHWAR,4,8,17,102,2003,102,UTTARAKHAND
UTTARAKHAND,11,4,4,0,9,7,BAGESHWAR,4,7,14,99,2006,99,UTTARAKHAND
UTTAR PRADESH,95,59,12,6,43,60,BAGHPAT,12,30,154,1161,2006,1161,UTTAR PRADESH
UTTAR PRADESH,81,43,22,3,26,60,BAGHPAT,17,26,157,1114,2007,1114,UTTAR PRADESH
UTTAR PRADESH,89,45,20,17,45,64,BAGHPAT,15,54,218,1355,2001,1355,UTTAR PRADESH
UTTAR PRADESH,52,51,14,1,37,87,BAGHPAT,14,32,153,1220,2010,1220,UTTAR PRADESH
UTTAR PRADESH,83,40,10,6,23,74,BAGHPAT,13,31,128,1002,2005,1002,UTTAR PRADESH
UTTAR PRADESH,76,61,16,3,27,72,BAGHPAT,15,36,172,1438,2009,1438,UTTAR PRADESH
UTTAR PRADESH,66,59,15,5,42,61,BAGHPAT,19,51,169,1539,2008,1539,UTTAR PRADESH
UTTAR PRADESH,81,20,10,4,15,23,BAGHPAT,12,31,85,690,2003,690,UTTAR PRADESH
UTTAR PRADESH,85,40,16,6,23,56,BAGHPAT,11,33,118,974,2004,974,UTTAR PRADESH
UTTAR PRADESH,95,33,17,3,28,45,BAGHPAT,15,35,126,1117,2002,1117,UTTAR PRADESH
UTTAR PRADESH,50,43,21,0,55,21,BAHRAICH,25,16,121,1164,2005,1164,UTTAR PRADESH
UTTAR PRADESH,59,29,16,0,61,0,BAHRAICH,14,15,126,1069,2002,1069,UTTAR PRADESH
UTTAR PRADESH,43,62,28,7,54,37,BAHRAICH,34,26,130,1313,2007,1313,UTTAR PRADESH
UTTAR PRADESH,43,37,19,5,79,62,BAHRAICH,14,20,169,1316,2001,1316,UTTAR PRADESH
UTTAR PRADESH,41,16,7,3,38,17,BAHRAICH,5,12,47,1144,2003,1144,UTTAR PRADESH
UTTAR PRADESH,46,66,27,5,61,37,BAHRAICH,24,17,130,1217,2008,1217,UTTAR PRADESH
UTTAR PRADESH,56,55,24,4,51,35,BAHRAICH,21,11,134,1288,2006,1288,UTTAR PRADESH
UTTAR PRADESH,45,34,16,4,76,24,BAHRAICH,16,12,126,1266,2004,1266,UTTAR PRADESH
UTTAR PRADESH,38,92,32,25,76,72,BAHRAICH,38,38,150,1879,2009,1879,UTTAR PRADESH
UTTAR PRADESH,58,137,42,12,98,83,BAHRAICH,25,25,192,2181,2010,2181,UTTAR PRADESH
MADHYA PRADESH,56,11,3,0,229,72,BALAGHAT,87,7,226,2925,2001,2925,MADHYA PRADESH
MADHYA PRADESH,55,9,10,2,171,69,BALAGHAT,61,12,164,2895,2003,2895,MADHYA PRADESH
MADHYA PRADESH,56,8,7,1,115,37,BALAGHAT,62,15,142,2388,2009,2388,MADHYA PRADESH
MADHYA PRADESH,65,14,4,2,140,34,BALAGHAT,58,7,194,2924,2005,2924,MADHYA PRADESH
MADHYA PRADESH,39,8,4,2,99,40,BALAGHAT,52,18,88,2637,2010,2637,MADHYA PRADESH
MADHYA PRADESH,74,14,13,2,166,69,BALAGHAT,86,20,204,3053,2004,3053,MADHYA PRADESH
MADHYA PRADESH,51,9,7,1,100,39,BALAGHAT,53,18,140,2290,2007,2290,MADHYA PRADESH
MADHYA PRADESH,56,10,8,1,100,38,BALAGHAT,61,18,199,2559,2008,2559,MADHYA PRADESH
MADHYA PRADESH,60,7,6,1,106,41,BALAGHAT,67,10,129,2295,2006,2295,MADHYA PRADESH
MADHYA PRADESH,69,10,5,4,244,78,BALAGHAT,87,23,236,3005,2002,3005,MADHYA PRADESH
ODISHA,27,47,32,6,151,122,BALASORE,43,31,251,2584,2005,2584,ODISHA
ODISHA,17,42,36,12,175,68,BALASORE,58,43,164,2341,2001,2341,ODISHA
ODISHA,31,50,27,12,201,217,BALASORE,50,37,321,2803,2008,2803,ODISHA
ODISHA,29,39,41,7,138,28,BALASORE,44,32,197,2504,2004,2504,ODISHA
ODISHA,35,54,46,3,195,28,BALASORE,59,29,261,2987,2006,2987,ODISHA
ODISHA,23,39,28,12,148,86,BALASORE,47,33,178,2490,2002,2490,ODISHA
ODISHA,53,82,40,13,166,211,BALASORE,48,46,321,3330,2010,3330,ODISHA
ODISHA,26,69,46,11,183,244,BALASORE,46,53,322,3405,2009,3405,ODISHA
ODISHA,36,60,35,17,172,32,BALASORE,55,40,290,2797,2007,2797,ODISHA
ODISHA,45,48,30,6,137,44,BALASORE,49,51,186,2545,2003,2545,ODISHA
UTTAR PRADESH,23,31,31,0,70,53,BALLIA,9,7,121,928,2009,928,UTTAR PRADESH
UTTAR PRADESH,32,7,8,2,38,8,BALLIA,2,7,81,652,2003,652,UTTAR PRADESH
UTTAR PRADESH,55,31,19,9,125,35,BALLIA,18,14,178,1934,2001,1934,UTTAR PRADESH
UTTAR PRADESH,32,39,20,1,62,43,BALLIA,12,15,149,936,2008,936,UTTAR PRADESH
UTTAR PRADESH,36,12,12,2,51,11,BALLIA,2,14,95,863,2005,863,UTTAR PRADESH
UTTAR PRADESH,32,34,13,1,49,11,BALLIA,10,6,105,816,2007,816,UTTAR PRADESH
UTTAR PRADESH,49,26,11,3,56,33,BALLIA,6,12,135,1133,2004,1133,UTTAR PRADESH
UTTAR PRADESH,21,36,30,1,36,24,BALLIA,4,10,93,824,2010,824,UTTAR PRADESH
UTTAR PRADESH,35,14,11,2,53,20,BALLIA,10,8,99,813,2006,813,UTTAR PRADESH
UTTAR PRADESH,43,14,16,4,70,23,BALLIA,7,11,123,1436,2002,1436,UTTAR PRADESH
CHHATTISGARH,49,9,3,4,46,24,BALRAMPUR,41,20,33,774,2008,774,CHHATTISGARH
CHHATTISGARH,22,8,3,13,51,15,BALRAMPUR,24,11,34,488,2003,488,CHHATTISGARH
CHHATTISGARH,30,24,1,3,37,0,BALRAMPUR,61,14,28,886,2010,886,CHHATTISGARH
CHHATTISGARH,38,1,0,10,41,9,BALRAMPUR,45,16,21,603,2006,603,CHHATTISGARH
CHHATTISGARH,34,3,1,3,33,22,BALRAMPUR,46,6,25,658,2007,658,CHHATTISGARH
CHHATTISGARH,13,1,1,17,26,7,BALRAMPUR,17,11,21,235,2001,235,CHHATTISGARH
CHHATTISGARH,41,10,2,9,49,0,BALRAMPUR,43,11,50,761,2009,761,CHHATTISGARH
CHHATTISGARH,33,6,0,15,27,14,BALRAMPUR,27,17,28,489,2004,489,CHHATTISGARH
CHHATTISGARH,29,9,0,16,44,13,BALRAMPUR,36,14,19,521,2005,521,CHHATTISGARH
CHHATTISGARH,30,4,2,35,61,19,BALRAMPUR,30,18,46,618,2002,618,CHHATTISGARH
UTTAR PRADESH,20,17,10,4,25,38,BALRAMPUR,10,2,58,505,2007,505,UTTAR PRADESH
UTTAR PRADESH,16,5,4,1,17,7,BALRAMPUR,6,3,44,309,2005,309,UTTAR PRADESH
UTTAR PRADESH,21,31,5,1,12,16,BALRAMPUR,11,3,32,438,2010,438,UTTAR PRADESH
UTTAR PRADESH,26,21,12,3,38,30,BALRAMPUR,8,4,81,734,2001,734,UTTAR PRADESH
UTTAR PRADESH,15,23,10,0,15,34,BALRAMPUR,8,4,50,415,2009,415,UTTAR PRADESH
UTTAR PRADESH,14,19,9,1,16,15,BALRAMPUR,8,6,46,386,2006,386,UTTAR PRADESH
UTTAR PRADESH,25,17,5,0,36,11,BALRAMPUR,13,2,45,535,2002,535,UTTAR PRADESH
UTTAR PRADESH,22,9,3,0,20,8,BALRAMPUR,5,2,28,312,2004,312,UTTAR PRADESH
UTTAR PRADESH,15,22,5,0,13,13,BALRAMPUR,12,3,48,351,2008,351,UTTAR PRADESH
UTTAR PRADESH,15,10,3,0,18,6,BALRAMPUR,3,2,24,255,2003,255,UTTAR PRADESH
UTTAR PRADESH,66,30,27,2,61,17,BANDA,21,16,96,1060,2004,1060,UTTAR PRADESH
UTTAR PRADESH,65,22,22,1,39,12,BANDA,16,13,92,1009,2005,1009,UTTAR PRADESH
UTTAR PRADESH,37,54,36,0,84,67,BANDA,35,20,126,1830,2008,1830,UTTAR PRADESH
UTTAR PRADESH,37,50,20,0,55,37,BANDA,22,5,104,1138,2010,1138,UTTAR PRADESH
UTTAR PRADESH,75,40,21,4,70,43,BANDA,20,16,97,1474,2002,1474,UTTAR PRADESH
UTTAR PRADESH,23,50,24,0,52,44,BANDA,23,8,124,1434,2009,1434,UTTAR PRADESH
UTTAR PRADESH,50,19,17,1,46,15,BANDA,15,11,90,898,2006,898,UTTAR PRADESH
UTTAR PRADESH,75,40,21,7,87,50,BANDA,27,31,108,1722,2001,1722,UTTAR PRADESH
UTTAR PRADESH,49,24,16,0,50,14,BANDA,15,10,79,978,2007,978,UTTAR PRADESH
